Name,Prize,Uni
社会转型背景下关于手工技艺类非遗自我可持续性保护的研究——以佛山剪纸为例,2,南方医科大学
"申遗十年喜共忧,同寻粤剧源与流——粤港澳大湾区视野下的粤剧传承与传播",2,广东技术师范大学
未雨绸缪，科学救援——首都危险化学品事故应急物资储备优化研究,2,北京石油化工学院
清洁能源利用的抉择：北京市农村煤改电与煤改气政策实施的调查研究——以北京市通州区、丰台区、昌平区为例,2,华北电力大学
陕西农村生活源水污染物产排现状及防控对策调研——基于 3 市 9 镇 18 行政村 3 季实地调查及采样分析,2,西安工程大学
无声大爱续写“生命之约”：纪念方式和后续服务对民众遗体、器官捐献意愿的影响——基于南京市的调查,2,南京医科大学
尊严的分娩:医护人员和孕妇视角下分娩镇痛开展的影响因素与规范化路径探索,2,四川大学
抢救与呼唤：国家级非物质文化遗产——中国夏布影像记录及现状调研,2,四川农业大学
推广普通话在扶智脱贫中的“造血”路径研究——基于贵州喀斯特山区打召苗村推普脱贫的调研,2,江苏师范大学
微咸水规模化利用问题及对策建议研究——以河北邯郸为例,2,河北科技大学
乡村振兴战略下农村“天价彩礼”乱象及其治理——基于赣中南农村地区彩礼乱象的调查,2,江西财经大学
乡村振兴与农业机械化水平相关性调研,2,青岛农业大学
传好中国文化：阳明文化对西传播的实践探索——基于《传习录》海外传播比较研究后的优化升级,2,宁波大学
找行长不如找村长?——基于浙江省 5 县 9 村农村金融自治推动乡村振兴的调查研究,2,浙江工商大学
打破“边缘”幕墙，从“心”融入泉城——新时代背景下济南市新市民群体城市融入现状和对策研究,2,济南大学
静默夕阳：农村“空心化”背景下老人自杀现象及应对策略研究,2,上海师范大学
悔捐之殇：破解非亲缘造血干细胞捐献困境的理论探索与实践,2,温州医科大学
“流”大于“留”：内地三四线城市人才争夺的现实难题——基于大学生就业创业视角的分析,2,湘潭大学
“何以为家”：云南边境地区离散边民回迁调查研究——以怒江傈僳族自治州为例,2,云南师范大学
跨世纪的文物抢救：三峡文物保护工程的回顾与反思 ——基于对全国百位三峡文物保护工作者的调研访谈,2,武汉大学
面向“长江大保护”战略的城市生活垃圾分类回收问题及优化研究——来自长三角地区的多维度调查,2,安徽工业大学
制度变迁中的上下联动——基于晋江三村集体产权制度改革的实证研究,2,厦门大学
追梦、筑梦、圆梦祖国大陆：惠台 31 条对台湾青年的吸引力研究——基于 18—29 岁台湾青年的群体调查,2,华侨大学
粤港澳大湾区跨境空间的形成及其影响因素研究——以深圳市蛇口片区为例,2,华南师范大学
文化保育视野中的“老城市新活力”研究——以广州新河浦为例,2,广东外语外贸大学
青年慢性病患者的社会关系困境及介入策略——以炎症性肠病患者为例,2,中山大学
突发环境事件发生后，何以取得民众信任支持？——基于情绪识别的舆情分阶段动态应对策略,2,中国石油大学（华东）
区域特色农产品“一村一品”抱团品牌运营提升路径研究 ——基于原赣南苏区脱贫攻坚实践状况 4535 份问卷调查,2,江西科技学院
一业荣枯到水陆两栖：武家嘴 70 年乡村振兴的产业共同体模式调研,2,南京信息工程大学
全域旅游视角下厕所革命的现状、困境及对策——实证研究四川 28 个国家全域旅游示范区创建单位,2,成都信息工程大学
“谈化色变”？化工园区周边居民风险感知及其抵制行为倾向——基于 3499 个样本的实证分析,2,华东理工大学
共享配送：农村快递物流“痛点”的破解之道,2,南昌航空大学
解构负空间，重塑富空间——以贵阳市老城区为例研究城市地下通道的综合效用提升,2,贵州大学
广西北部湾红树林里的金鸭蛋：“生态养殖”还是“生态陷阱”？,2,广西大学
国家公园跨界协同保护模式研究 ——基于钱江源国家公园的案例,2,上海师范大学
城市生活垃圾分类与智能创新结合研究——以厦门为例,2,集美大学
治水“政令堰塞湖”？——河长制在基层运行的困顿及反思,2,华南师范大学
农村“垫资—第三方评估—划拨”精准扶贫模式及其绩效研究——以中部 S 县 7422 户贫困户“六改一增”为例,2,广东财经大学
在线餐饮外卖如何“利民”又“利国”--广州外卖行业引发的社会问题调查及管理对策研究,2,广东技术师范大学
如何分好“土地蛋糕”——基于北京等八试点集体土地入市增值收益分配机制改革的实地调研,2,苏州大学
绿色建筑的立法构建,2,河北地质大学
“三资”“三权”“三变”：农村土地经营权入股问题调研,2,烟台大学
“携号转网”政策下的电信运营商纵向一体化问题——以“腾讯王卡”为例,2,浙江理工大学
法律赋能新时代大学生创新创业——基于广东大学生双创现状的实证分析与对策研究,2,广东技术师范大学
基于核心素养理念的小学生非遗课程设计——以灵川团扇为例,2,对外经济贸易大学
博弈与合作：大学生合作行为形成及动力机制研究--基于西南地区高校学生的调查,2,电子科技大学
“扶贫扶智”背景下失依儿童 教育帮扶模式探索——基于四川省凉山州的实地调研,2,四川大学
流动的保障链：贫困流动家庭学前教育扶助机制研究——基于燕山-太行山地区的实地调查,2,华北电力大学(保定)
音乐治疗对视障儿童盲态纠正的干预及意义研究,2,聊城大学
依托地方历史资源的儿童绘本创作与实践研究——以上海为例,2,上海师范大学
幼“师”：学前教育教师的地位困境及提升策略——基于对上海 2200 名学前教育教师的实证研究,2,华东师范大学
大学生网络社区表达及互动研究——基于华中地区某高校 QQ 群五年的实证调查（2014——2019）,2,华中师范大学
从疏离到融入-贫困地区留守儿童亲社会性问题的调研与干预,2,武汉大学
创客教育对初中生核心素养发展影响的实证研究,2,西南大学
共沐文博阳光，同受历史洗礼——以短期支教为载体的博物馆教育模式探索,2,广州大学
基于岗位胜任力的临床医生成长质量全程追踪评价体系,2,汕头大学
香菇接种自动化设备研发,3,南阳理工学院
自动化筒节类工件焊缝 X 射线检测拍片装置及关键技术研究,3,上海电机学院
异构群智机器人空间协同搭建技术,3,西北工业大学
船舶螺旋桨水下清洗系统,3,江苏科技大学
全数字化枪刺簇绒智能织毯机,3,潍坊职业学院
全自动苹果套网套装箱生产线,3,烟台大学
氮气膨胀深冷石化行业 VOCs 废气资源化回收装置及关键设备,3,南京工业大学
基于电力电子变压器的世界首套贯通式牵引供电系统,3,西南交通大学
基于行进阻流机构的气密增强型负压式爬壁机器人平台,3,河北工业大学
横流风幕发生装置与软密封控尘系统,3,中国矿业大学
基于空化射流技术的智能化船舶附着生物清理机器人,3,河北工业大学
基于仿生缠绕效应的大承载软体抓持装置,3,燕山大学
高频磁芯损耗测量及数据自动分析系统,3,南京邮电大学
智能籽棉残留地膜检测与分拣系统,3,南京林业大学
一组六株同步蔬菜自动嫁接机,3,青岛农业大学
智能化节能型茶叶红外杀青机,3,江西农业大学
一种基于多系统整合的智能物料搬运机器人,3,燕山大学
全向移动多自由度射击靶,3,山东科技大学
航空发动机叶片超声滚压强化技术及装备,3,华东理工大学
铁轨卫士：智能铁路轨道润滑系统,3,山东师范大学
地铁隧道截面圆心确定装置制作,3,石家庄铁道大学
马铃薯多级自适应定位、芽眼自助识别智能切块制种设备,3,青岛理工大学
一种多波长偏振激光雷达新型雾霾观测系统,3,南阳师范学院
基于射流清洗、琴键作业的大型明渠“绿色清道夫”,3,华北水利水电大学
两栖越障陆空智能车,3,中国民航大学
新型智能化原位海底观测系统,3,天津大学
电网故障智能监测工程师,3,河南师范大学
基于 RGV 的柔性垂直循环式环形横移电梯运输系统,3,山东建筑大学
自重构空间细胞机器人对接单元模块设计,3,哈尔滨理工大学
基于手势体感和脑电波控制的仿生机械臂,3,运城学院
模块化外肢体机器人,3,哈尔滨工业大学
“Manti”无人机降落伞,3,黑龙江工程学院
基于卷积神经网络的高适应性智能靶喷除草系统,3,东北农业大学
搭载无伤供苗系统的全自动旱地零速移栽机,3,东北农业大学
“广目天瞳”全景影像智能态势感知系统,3,中国人民解放军国防科学技术大学
双阀电液激振的辅助加工装置及拉削应用,3,杭州电子科技大学
基于 5G 通信的高速铁路网电能调控系统——构建新一代高铁安全运行智能体系,3,湖南大学
智慧建筑室内舒适度动态监测技术及应用,3,湖南城市学院
无人机嵌入式高压电线巡检机器人设计,3,浙江理工大学
新一代多层无避让式立体车库,3,贵州大学
鸡枞锥形削根及品质分选机器人,3,中国计量大学
森林消防机器人,3,昆明理工大学
包覆式机械外骨骼,3,云南大学
智能石榴脱籽机,3,新疆工程学院
多功能电流体动力学柔性电子微图案喷印设备,3,嘉兴学院
基于九宫格和物联网系统的立体式智能车库,3,武汉轻工大学
微波法籽棉回潮率测量仪,3,塔里木大学
基于射频雷达的高炉出铁智能监测装置,3,内蒙古科技大学
一种高通量单晶自动化生长装置,3,曲靖师范学院
无形之尺——基于超声相控阵的船舶计重,3,中国计量大学
热锻模具多自由度随形增材修复系统,3,武汉理工大学
云-边协同的复杂装备智能运维服务平台技术,3,合肥工业大学
发电锅炉 CO 在线监测仪器开发与应用,3,安徽工业大学
欠驱动机械手,3,沈阳工学院
飞秒激光多目标表面形貌测量系统,3,合肥工业大学
基于双能 X 射线的煤矸智能光电分选设备,3,安徽理工大学
智能化物流终端处理系统,3,安徽信息工程学院
基于 ECO 运动目标跟踪的 UAV/UGV 协作系统设计,3,沈阳航空航天大学
高性能转子结构变速恒频风力发电机,3,沈阳工程学院
新型可变布局农用物流无人机,3,郑州航空工业管理学院
仿生四足机器人,3,大连理工大学
带送丝机构新型窄间隙 TIG 焊枪研制,3,沈阳工学院
小型同步感应线圈炮,3,中国人民解放军陆军勤务学院
汽车全空心 EPS 转向轴精密旋锻工艺,3,重庆理工大学
具有磁控粘附功能的仿生双足爬壁机器人,3,重庆邮电大学
基于深度学习的多模态人车交互系统,3,重庆邮电大学
适用于复杂地形勘测的六足式机器人,3,华北水利水电大学
双转子垂直轴风机,3,大连理工大学
床椅一体化助老机器人,3,北华大学
基于石墨烯薄膜的心血管老化血氧监测仪,3,深圳大学
基于神经网络的植保无人机变量喷雾系统设计,3,华南农业大学
面向柔性制造的新型自动锁螺丝机,3,五邑大学
模块化蛇形机器人机电设计与智能控制,3,南开大学
基于试验研究及数值分析的新型三角形截面高效耗能支撑的研发,3,长安大学
碳纤维（钢板）改性速生杨木,3,山东建筑大学
隧隧平安——隧道智能保温系统,3,淮阴工学院
海参捕捞装置,3,哈尔滨工程大学
基于深度学习的疲劳驾驶预警系统,3,浙江师范大学
地铁振动与噪声在线监测系统的开发与应用,3,上海工程技术大学
基于自发漏磁(SMFL)的无损感知爬索机器人,3,重庆交通大学
现代有轨电车槽型轨几何参数动态检测小车研制,3,暨南大学
轮足机器人自主感知与决策控制,3,北京理工大学
工业级高精度可见光室内定位终端,3,北京科技大学
繁星数据平台——基于区块链的分布式数据交易平台,3,西安电子科技大学
基于多传感器反馈的高精度可移动工业机器人打磨多用途平台,3,西北工业大学
基于紫外辐射的强激光焦点位置测量仪,3,西安理工大学
DRR Aider——视网膜病变筛查系统,3,西南民族大学
基于两栖无人航行器的青少年溺水预防和救助系统,3,江苏科技大学
基于智能图像镶嵌技术的铁路货运站高清图像货检系统,3,东华理工大学
20 Hz ~ 10 MHz 智能元件参数分析仪的研制,3,常州大学
大量程纳米级灵敏度位移测量仪,3,东北大学秦皇岛分校
高功率 GaAs 光导开关及触发技术,3,西南科技大学
基于医学图像的肿瘤分割系统,3,成都大学
船用复杂结构件智能焊接系统,3,南通大学
基于光声光谱技术的多组分痕量气体光纤传感器,3,聊城大学
基于 FPGA 的网络安全基础协议硬件实现与设备开发,3,华东师范大学
化学需氧量光学原位传感器及在线监测仪,3,燕山大学
齿轮传动设计共享 APPS,3,河南科技大学
基于改进慢特征分析的工业离变焦图像序列特征提取算法与装置,3,河北民族师范学院
全地形模块化智能救援机器人,3,上海科技大学
幻视——多功能智能导盲机器人,3,天津理工大学
基于极地极端复杂条件下海冰两栖无人机及其综合监测平台系统应用,3,太原理工大学
一种基于云平台算法的温室智能设施种植技术,3,黑龙江大学
“网安精灵”——无线网安全飞行检测器,3,黑龙江大学
高分辨三维海底成像装置,3,哈尔滨工程大学
基于 CPG 控制网络的仿生四足机器人,3,哈尔滨工业大学
生物信息遥操作人机交互系统及应用,3,杭州电子科技大学
基于双光谱技术的便携式高通量农残仪,3,中国计量大学
基于低频漏磁技术的铁磁性承压设备无损检测系统,3,中国计量大学
基于移动终端的便携式稻田飞虱智能预警系统,3,浙江理工大学
废旧电池智能收集与全过程管理服务平台,3,浙江工商大学
多旋翼无人机空气检测系统设计与改进,3,内蒙古机电职业技术学院
无线局域网络中基于安全态势感知的警报平台,3,中国人民解放军国防科学技术大学
前列腺增生双极电切手术 AI 预警及远程专家指导系统,3,武汉大学
慧眼?守护者——长江航道智能监测系统,3,湖北工业大学
小型化 RTK 北斗形变监测系统,3,桂林电子科技大学
遥感卫星智能任务规划关键技术及系统,3,合肥工业大学
双目识别双控投弹教学机器人,3,沈阳理工大学
基于三维立体矩阵模型的构建——中药饮片智能化药柜的设计与实现,3,安徽中医药大学
基于北斗导航与热成像技术的病虫害防控机器人,3,海南大学
基于商用 WLAN 和 MEMS 的室内融合定位系统,3,重庆邮电大学
“美丽出行”城市畅通服务平台的研发,3,福建工程学院
小型化全光纤中红外激光器,3,厦门大学
基于 TDoA 的麦克风阵列声源定位系统,3,大连理工大学
基于 DT/AR 的智能产线同步监控与虚拟指导技术及应用,3,上海大学
乙烯裂解炉炉管外表面非接触式智能测温仪,3,广东石油化工学院
基于视觉惯性和激光 SLAM 导航的 AGV 系统研究与开发,3,广州大学
用于活体细胞内医学检测的双光子荧光探针设计及性能提升研究,3,山东师范大学
煤层底板隐蔽水危险源效应及定位技术实验研究,3,华北科技学院
猪用抗炎止泻改性腐植酸钠的研发,3,齐鲁工业大学（山东省科学院）
利用地沟油和秸秆在嗜盐菌中合成可降解生物地膜——实现碳的零排放,3,东北林业大学
基于近红外漫射光技术的医用血流成像仪,3,中北大学
利用酶联免疫法快速筛选高甘油三酯血症致病关键因子的研究及应用,3,中南大学
基于 GSM 的仿生农药喷洒机器人,3,兰州理工大学
仿生智能酱腌菜品质检测装备,3,长江师范学院
阿尔兹海默病脑控治疗平台,3,北京理工大学
基于空间定位及超声图像引导的肌肉穿刺仪,3,哈尔滨工程大学
可携带式紧急输血救治一体化设备,3,杭州电子科技大学
人类急性髓系白血病相关核酸甲基化检测试剂盒,3,武汉大学
胆石病智能诊断平台,3,中国石油大学（华东）
基于 OMEDT（口腔医学技师操作技能水平认证考试）的口腔医学技术操作技能教考系统,3,重庆医科大学
急救用抗菌止血微球研究及产业化,3,北京理工大学
循环环保、变废为宝—基于废弃秸秆液化资源化的可持续生物沥青,3,长安大学
高等级沥青路面用蔗渣纤维开发及应用研究,3,长安大学
双环氧季铵盐与胶原多肽合成绿色多功能皮革复鞣剂,3,齐鲁工业大学（山东省科学院）
基于混合电容去离子技术的海水淡化智能装置,3,江苏科技大学
面向光子学芯片应用的有机微纳晶体光子学器件研制,3,苏州大学
低成本制备大面积电致变色玻璃,3,东北大学秦皇岛分校
基于跨海桥墩的双向波流能发电、消波和防撞一体化装置,3,西南交通大学
油井用可控封堵剂的研制和应用,3,河北科技大学
超临界 CO2 萃取废旧锂电电解液及再生,3,常州大学
高性能锂离子电池纤维的产业化制备,3,复旦大学
高性能电子线用无卤阻燃辐照交联聚烯烃电缆料,3,哈尔滨理工大学
基于微纳印刷电子的可打印纸基柔性电路与纸基生物医学检测芯片,3,哈尔滨工业大学
基于 Entrotaxis 算法的有害气体泄漏事故自主寻源地面机器人,3,中国人民解放军国防科学技术大学
一种应用于气体储存和染料吸附的二茂铁基纳米多孔材料,3,湖南科技大学
一种高效水解白酒丟糟预处理液的发明,3,贵州医科大学
基于熔融沉积的特种陶瓷真空微热压 3D 打印机及其耗材,3,长沙理工大学
新型高色纯度红光材料的研发及其在背景光源等 LED 领域的应用,3,温州大学
本质安全型一体化铅冷快堆余热排出系统,3,南华大学
基于高通量高效油水过滤膜的油水分离装置的设计,3,宁夏大学
中药废弃物热解节能装置及产物应用,3,中南林业科技大学
基于热熔性植物秸秆和玉米淀粉的新一代快递包装成套技术,3,云南大学
工业固废钛石膏资源化利用关键技术开发及应用,3,广西大学
气流床煤气化工艺中关于混合器的新型雾化喷嘴开发,3,华东理工大学
血醇分析离子液体色谱柱,3,甘肃政法学院
高安全可靠长寿化耐磨耐蚀的锅炉防护涂层,3,安徽工业大学
基于电阻突变原理的铁矿粉同化性检测新方法,3,安徽工业大学
基于锑基材料的异形高性能锂离子电池,3,西北师范大学
一种金-铂@碳纳米纤维修饰适配体传感器的制备与应用,3,海南师范大学
天然气水合物储层出砂模拟与预测技术,3,中国地质大学(武汉)
绿水青山就是金山银山——矿区生态环境三位一体治理技术研究,3,兰州资源环境职业技术学院
测定低渗油藏岩心绝验对渗透率的实验装置及实验方法,3,辽宁石油化工大学
反应环境可控的三电极原位 X 射线电解池,3,福建师范大学
高品质、耐黄变 ABS 树脂制备技术,3,长春工业大学
多领域热利用——微热管阵列技术及装置研发,3,吉林建筑大学
具有智能指示功能的隐蔽响应型荧光油墨,3,广东轻工职业技术学院
一种靶向外泌体内乳腺癌标志物 miRNA-1246 的液体活检纳米金探针,3,南方医科大学
关于一种利用建筑物布局引发气流变化加快污染物扩散的研究,3,河北大学
利用微生物高效脱除电解锰渣中氨氮及重金属的方法,3,中南民族大学
基于 GF-5 DPC 图像的大气污染物动态监测系统,3,安徽师范大学
基于 SLAM 的多功能越障侦察机器人,3,北京信息科技大学
安全高效新型海洋隔水导管研制,3,中国石油大学(北京)
可重构伸缩式机械臂的设计与构型分析,3,北京工业大学
智随小宝机器人,3,北京建筑大学
高适应性智能辅助泊车与移车平台,3,长安大学
光伏电池-制氢储能-燃料电池最大功率评估软件平台 ——老少边穷地区的清洁能源降本增效辅助决策专家,3,四川师范大学
基于卷积神经网络的智能非特定人语音鱼类分拣系统,3,陕西理工大学
汽车控制器热沉腔体 T 型接头焊接新工艺及装备,3,江苏科技大学
灵敏软体执行器及其在多场景下的应用研究,3,西南科技大学
多用途高斯发射装置,3,西京学院
车门止口面密封间隙测量系统,3,东北大学秦皇岛分校
智慧交通下共享单车立体车库,3,河北科技大学
解决含沙河流灌溉问题的水沙分离装置,3,四川大学
基于云端数据管理的智能笔式万用表,3,上海理工大学
面向输电线路异物的激光智能清除系统,3,南京理工大学
高抗干扰小分子物质微型检测器,3,青岛农业大学
基于多杆牵连的柔性升降立体停车装置,3,华东理工大学
高效蜂窝静电单元-HEPA 复合式新风系统,3,河北科技大学
轨道扣件智能装配机器人系统,3,山东交通学院
基于 C125 的方程式赛车数据采集及信息反馈系统,3,燕山大学
新型静水域智能识别追踪垃圾打捞船,3,河北工程大学
基于护罩保护的智能终端接地线夹,3,山东理工大学
悬挂式输电导线异物带电拆除装置,3,上海电力大学
颅内微创手术机器人辅助导航系统,3,天津大学
水面垃圾智能收集机器人,3,太原工业学院
组合式城市防洪装置设计,3,黑龙江大学
自适应微藻卷附式采收设备,3,东北农业大学
面向菠萝种植周期的系列辅助工具研制,3,温州大学
智能晾衣架,3,宁夏医科大学
智能蓝牙水表系统,3,湖南文理学院
便携式书画保护装置-（PAPD）,3,宁夏大学
分散型集控式多功能楼宇外墙作业设备,3,内蒙古工业大学
可更换式稳定防松螺母,3,内蒙古科技大学
基于聚光直热的多效竖管降膜太阳能海水蒸馏装置,3,内蒙古工业大学
新型双重沉沙池,3,石河子大学
基于 HIL 技术的继电保护实验平台,3,长沙理工大学
针对藏北绵羊的多功能巷道圈,3,西藏农牧学院
安心智能拐杖,3,武汉城市职业学院
基于 IR 与 TCS 的自识别采摘装置,3,广西科技大学
3D 全息投影——道路状况警示墙系统,3,湖北汽车工业学院
七自由度人机协作机械臂工作单元的研制,3,东北大学
基于机器视觉的高架草莓无损采摘机器人,3,滁州学院
太阳能吸附式低湿空气便携取水装置,3,中国科学技术大学
龙门激光雕刻机,3,仰恩大学
织物吸光发热测试仪,3,黎明职业大学
基于水声仿生探测的机器鱼,3,厦门大学
自供电可换气带双摄像头电焊面罩,3,华侨大学
智能工厂数字化设计仿真技术建设方案,3,沈阳工学院
箱形钢柱螺栓连接装置,3,北京建筑大学
古木建筑遗产 H-BIM 数字化平台,3,北京建筑大学
LifeGuard——面向溺水预警与救援的智能无人系统,3,浙江大学
用于免蒸养混凝土构件的固废纳米晶核制备与应用,3,湖北工业大学
建筑工程组合式新型铝合金模板脚手架,3,广西科技大学
移动物联背景下城市智慧停车关键技术研究及应用实践,3,重庆交通大学
篱芭樵,3,北京建筑大学
新型激光智能安防车,3,航天工程大学士官学校
针对手部康复治疗的智能跟踪导训系统,3,北京工业大学
小海——基于辅助自动驾驶的智能车载机器人,3,成都工业学院
基于 BDS 与 GPS 双层多频段有源天线的设计与实现,3,西安邮电大学
自主巡航水面垃圾智能识别与清理系统,3,西南科技大学
体感水下交互系统,3,西北工业大学
高速动车组综合检修虚拟仿真系统,3,江苏师范大学
基于 TensorFlow 与 OpenCV 的图像智能处理系统,3,河北科技大学
基于脑电控制的助障轮椅,3,陕西国防工业职业技术学院
“聚星”——高精度智慧交通定位系统,3,电子科技大学
基于双目机器视觉的测距与定位装置,3,徐州工程学院
6G 高速无线通信技术,3,电子科技大学
智能影析——基于机器学习的多模态神经影像智能分析系统,3,河北工业大学
清道夫——一款旋涡式水面垃圾清理机器人,3,西南民族大学
智能手环键盘,3,防灾科技学院
高精度彩色三维轮廓实时扫描与检测仪,3,南京理工大学
智能糖膏颗粒分析仪,3,齐鲁工业大学（山东省科学院）
自适应肌力的主动式下肢康复控制系统,3,江西财经大学
柔性纺织结构无线触控设备的技术开发,3,东华大学
新一代嵌入式手指静脉生物识别技术及装置的研究,3,天津科技大学
新型人工智能电脑鼠的研制与软件开发,3,南开大学
智能导盲伴侣,3,太原理工大学
智慧导航易购,3,太原科技大学
“全息投影+幼教”整合课程及系列创意教具产品,3,上海应用技术大学
利用近红外光技术的组织血氧监测系统,3,中北大学
基于北斗精准定位及大数据可视化的云商业地推系统研究与应用,3,湖南理工学院
基于能源自治的组网式智慧基站设计——在草原生态监测及输电线路巡检中的应用,3,内蒙古工业大学
具有校音功能的高性能电子乐谱显示器,3,郑州大学
基于视觉信息融合模型的唇语识别技术,3,贵州师范学院
基于 VR 与 MR 的跨平台协同交互技术——以实验室为例,3,贵州师范学院
基于物联网与人工智能的植物看护助手,3,西南林业大学
基于脑机接口技术的儿童专注度训练系统,3,云南大学
基于深度学习的蒙汉语音智能翻译助手,3,内蒙古大学
智能跑带,3,武汉体育学院
“互联网+扶贫”扶贫精准数据协同平台,3,梧州学院
智运——基于工业 4.0 背景下的可自主无线充电机器视觉智能运输车,3,广西大学
智能锂电池组均衡管理系统,3,三峡大学科技学院
Eudemon 应用于智能家居的基于 Deep-Learning 和 WiFi 的用户行为无源感知系统,3,大连理工大学
自适应校正式手语互译系统,3,合肥工业大学
基于人脸属性识别的智能广告新媒介,3,三亚学院
基于机器学习的小麦赤霉病智能检测装置,3,安徽大学
图片水印嵌入与提取的硬件加速系统,3,大连东软信息学院
华智监测盒——蓝牙分布式多功能安全监测系统,3,海南大学
基于 3D 人体重建与表情动画的个性化虚拟人,3,中国科学技术大学
基于激光诱导荧光技术的食用油快速无损检测系统,3,安徽理工大学
基于“风光”技术的新型智能绿色农业控制系统,3,沈阳工程学院
侨侨——对外汉语口语智能学习系统,3,华侨大学
基于人工表面等离激元的漏波天线,3,厦门大学
长距离无线电能传输系统,3,大连东软信息学院
基于脑电波控制的眨眼翻书系统,3,长春理工大学
农业科技综合服务云平台——吉农在线,3,吉林农业大学
电缆问诊医生,3,吉林工程技术师范学院
一种基于深度学习的房角图像智能分级系统,3,广东技术师范大学
基于人工智能实现声波操纵微粒的任意路径规划研究,3,天津大学
新型微悬臂梁阵列传感器系统设计及应用,3,安徽理工大学
动力学方程数值求解在辅助软件中的应用——以弹射类页游和手游先驱《弹弹堂》为例,3,东北大学
应用于 X 射线成像系统的像素化闪烁屏,3,长春理工大学
立体养鸡系统死鸡巡检装置及巡检方法,3,中国农业大学
基于磁分离及量子点 FRET 的地塞米松免疫层析试纸条,3,北京科技大学
“移动工厂”——基于农林废弃物高值化利用的移动式微波辅助解聚装置,3,陕西科技大学
新型促皮肤损伤修复蚕丝蛋白敷料的研制,3,江苏科技大学
三酶级联催化制备抗癫痫病药物中间体 L-2-氨基丁酸,3,江南大学
紫苏油-叶黄素酯速溶粉系列固体饮料,3,哈尔滨商业大学
多功能理疗护理器,3,宁夏医科大学
抗动物大肠杆菌高免卵黄抗体的研制,3,内蒙古民族大学
天麻废弃菌材在食用菌栽培中的利用开发,3,西南林业大学
一种太阳能驱动旋转栽培架,3,西藏农牧学院
基于 PWM 技术的新型便携式户外物质浓度检测仪,3,桂林电子科技大学
LPS 介导的低度慢性炎症下的非酒精性脂肪肝细胞模型,3,兰州大学
一种用于林木切枝杂交的培养装置,3,辽宁生态工程职业学院
冬茶及衍生产品的综合开发利用,3,中国科学技术大学
人乳寡糖生物酶法合成及在母乳化配方奶粉中的应用,3,福建农林大学
稻谷全籽粒高值化综合利用,3,吉林农业大学
智能化下肢康复仪,3,南京中医药大学
智能生物显微镜,3,电子科技大学
可固定皮下持续负压吸引装置,3,哈尔滨医科大学
输液激光报警器,3,宁夏医科大学
3D 打印辅助治疗 Pilon 骨折的临床研究与应用,3,温州医科大学
基于卷积神经网络的食管癌辅助诊断系统,3,桂林电子科技大学
实用硬脑膜悬吊-剪开-缝合模拟器,3,安徽医科大学
一种用于腹腔内微创手术收纳取出的通道装置,3,中国医科大学
专为听力残障人士设计的助听转换器,3,深圳信息职业技术学院
基于 Micro CT 三维重建技术构建 3D“数字牙”资源库,3,中山大学
“奶嘴式”中成药物含服器——基于“舌面脏腑、经穴分属”理论,3,成都中医药大学
艾极塔灸——融合聚能低耗结构和控温净烟系统的可移动定制型铺灸,3,河北中医学院
多功能一体化苗药生发仪,3,贵州中医药大学
小米油健康护理产品的开发,3,河南中医药大学
降糖凝胶：胰岛素无痛给药先行者,3,福州大学
“开-关”策略设计白光有机光电二极管,3,北京大学
新型碳纤维增强树脂基复合材料的关键技术与应用,3,陕西科技大学
“暖 e 家”智能环保设备及能源互联网模式的运营,3,山东科技大学
5G 手机散热用轻薄化超导热板,3,南昌航空大学
活性染色纤维素制品的光量子体系剥色技术研究,3,苏州大学
固液两相流声衰减数据反演多参数检测系统,3,河南科技大学
互穿网络亲疏水大分子结构的设计及防雾树脂的研发,3,江南大学
低成本高性能碳化硼复合抗弹陶瓷,3,南京理工大学
锂离子电池仓库热失控预警与应急处置技术研究,3,南京工业大学
煤层爆破注水一体化技术及装备,3,中国矿业大学
环境友好型高效抑制单宁扩散水性木器漆助剂,3,烟台大学
亚微米纤维膜梯度成型技术及在高效低阻空气过滤领域的应用,3,东华大学
一种具有声波响应特性的自供电深层护肤微电流面膜,3,东华大学
宽色域无镉量子点显示材料及 LED 应用,3,上海大学
新型荧光粉的研发及其在 LED 照明中的应用,3,济南大学
便携式癌症早期预警芯片的研发,3,济南大学
纤维素接枝超支化胺类蛋白吸附材料的制备及应用,3,哈尔滨工程大学
新型高性能柔性锂离子电池正极材料,3,武汉理工大学
植物染色纺纱数字化开发技术,3,嘉兴学院
光/电能源催化剂的制备及多功能能源装置的研制,3,济南大学
荷电混流云雾智能除尘系统,3,安徽理工大学
一种植物精油的小型半自动化生产装置,3,兰州大学
一种老年人关怀机器人轻量化及功能设计,3,重庆大学
绿色可循环利用光响应高分子材料的研究,3,中国科学技术大学
锂电级碳酸甲乙酯高效合成技术及工艺,3,沈阳化工大学
基于添加第四组元制备的高强度高塑性 Ni-Mn-In（Ga）基磁性形状记忆合金,3,大连大学
高效降解挥发性有机污染物的新型固体清除剂,3,吉林农业大学
室温液态金属柔性电子,3,深圳大学
醇基燃料气化采暖炉的设计,3,山西大学商务学院
固定化孢子小球联合动态反应器还原水中 Cr（VI）,3,东北林业大学
基于广西特色水果百香果的 “三态”系列深加工产品,3,广西科技大学
“感炭”椰壳生物炭型土壤改良剂,3,海南热带海洋学院
基于物联网与智能硬件的城市居民生活垃圾收运处理模式设计,3,大连海事大学
