Name,Prize,Uni
扎根乡村的白衣天使：乡村医生队伍建设调查报告——来自江西省6市17县1023名村医问卷调查及深度访谈,2,江西中医药大学
碳达峰背景下超低排放冶金阀门研制,2,厦门大学嘉庚学院
琴悦科技——基于手势姿态估计的智能钢琴陪练系统,2,西安电子科技大学
基于视觉伺服和混合控制的自主插管机器人系统,2,清华大学
基于物联网与sEMG的上肢康复系统,2,广州中医药大学
海参S. monotuberculatus岩藻糖化糖胺聚糖新颖寡糖制备及抗血栓机制研究,2,广西中医药大学
多孔框架材料的分子设计及电催化水氧化研究,2,东华理工大学
胜非其难也，持之者其难也：乡村振兴阻断贫困代际传递——基于留守儿童教育的实地调研、理论分析与实证检验,2,云南大学
“脱贫之殇”：脆弱性脱贫理论构建、验证及返贫监测预警——基于全国27个省市的2854户贫困家庭分析,2,中国社会科学院大学
从共融到共生：“学前学会普通话”行动实施效果研究——基于四川彝区15所中心校、幼教点的调研,2,四川师范大学
“码”上法治：后疫情时代下健康码个人信息保护现状及路径探究——基于31个省市健康码的实证分析,2,中国政法大学
智能网联汽车多感知系统在环模拟测试平台,2,吉林大学
稻麦种植九工序集成智能化精准耕播机,2,扬州大学
新概念智能口罩,2,上海理工大学
一种现场快速检测牛奶中无乳链球菌方法的研究,2,南京农业大学
创新驱动，产业兴旺——海南热带农业发展调查与产业化模式研究,2,海南大学
基于沉默的螺旋理论舆情反转事件影响因素研究——以“小凤雅”事件为例,2,中国矿业大学(北京)
非亲缘造血干细胞捐献家庭支持系统构建与应用——基于70名成功捐献者的案例分析,2,温州医科大学
千年窑火，知产护航——中国陶瓷文化知识产权保护短板调查研究,2,华东交通大学
流体动力自循环抑尘除尘装置,2,燕山大学
基于智能机器人的AI教育实训系统,2,温州大学
基于倍半萜贮库效应的中药挥发油透皮促渗“热者易效”机制研究与应用,2,南京中医药大学
二维材料膜的设计制备及其脱盐性能研究,2,南京工业大学
双脉冲低压电絮凝去除微污染饮用水源中重金属的效能提升研究,2,吉林大学
氧空位有序调控光生载流子的增强机制,2,武汉纺织大学
利用植物回收环境中的镉制备高性能CdS@C光催化剂及其应用,2,福建农林大学
青少年脊柱弯曲异常“学生-家庭-学校”三位一体防控模式构建及实践应用研究,2,上海师范大学
“倒亦有道”：城市居民参与垃圾分类的行为机理与引导激励研究——基于山东省9地市256个社区的调查分析,2,山东师范大学
为有“源头活水”来：保护者的政策期待与内生动力识别——基于生态补偿先行区新安江流域的农户调查,2,安徽农业大学
让边疆民族地区教育之花绚丽绽放——以吉林省延边朝鲜族自治州为例,2,延边大学
全面脱贫背景下革命老区义务教育资源均衡发展研究——以大别山革命老区安徽区域为例,2,安庆师范大学
嘉陵江流域非物质文化遗产数字化保护现状调查与对策研究,2,西华师范大学
解释气候治理行动逻辑：广东碳排放权交易政策试点何以有效？,2,暨南大学
回流农民工助推乡村振兴何以实现？——基于浙皖赣黔四省的调研,2,温州大学
与世界共处 与祖国同行——后疫情时代中国海外留学生的“国家认同”和“责任担当”调查研究,2,广东石油化工学院
介电功能梯度绝缘优化设计与3D打印智能制造,2,西安交通大学
零售猪肉中单核细胞增生李斯特菌的分子流行规律研究,2,华中农业大学
从落脚城市到落根城市：长三角城市群新生代流动人口迁移历程与定居意愿研究,2,华东理工大学
秦岭的绿水青山，你我的金山银山——秦岭北麓水环境调查与对策研究,2,长安大学
归巢何处：边疆少数民族跨国务工群体返乡创业的社会再适应研究——以吉林省延边朝鲜族人为例,2,吉林大学
村规民约提升基层社会治理效能的调查研究,2,华东交通大学
从脱贫攻坚到产业振兴：农民合作社的关键作用——基于20省313家农民合作社的调查研究,2,西安交通大学
中国大运河文化国际影响力提升路径研究——基于“世界运河城市论坛”发展历程的视角,2,扬州大学
钒钛磁铁矿选矿工艺全流程优化及实践,2,攀枝花学院
基于北斗短报文通讯的海洋能源勘探尾标定位系统,2,中国石油大学（华东）
小型天文望远镜自动控制系统,2,兰州大学
眼睛玻璃体混浊智能筛查系统,2,佛山科学技术学院
“三点五维”模式下大学生精准扶贫实践及绩效评估研究——基于PSM-DID模型和6年扶贫数据实证分析,2,北京科技大学
甬有“亲清屋”，政商同心筑——宁波践行习近平总书记亲清政商关系论述的调研报告,2,宁波大学
耕地“非粮化”的优化管控——基于浙苏琼三省的调研,2,浙江财经大学
小角落里的大革命——农村“厕所革命”进程中关键问题调研与对策,2,燕山大学
难以承受之重，“天价彩礼”几时休？——基于安徽四县（区）十六村的调查,2,铜陵学院
河南省艾滋病高发区相关人群对艾滋病认知、态度、行为的现状分析及干预模式的探索研究,2,河南中医药大学
地尽其利，老有所依：土地养老的金融支持路径分析及可持续性探究——基于浙江省10个县市区的调研,2,浙江工商大学
城市矿产新未来——废旧电路板高值元件全自动分离系统,2,常州大学
岩土工程光纤智能感测系统,2,河海大学
清菌策——无毒无腐蚀低压水解消毒设备,2,阳光学院
基于MATLAB GUI的数值计算方法可视化实验系统,2,太原科技大学
茶叶废弃物在污染物处理及抗菌中的资源化利用,2,福建农林大学
基于梯级利用的煤/生物质热转化过程中节能减排技术研究,2,华中农业大学
“疫”路前行，“韧”重道远——平疫结合背景下首都老旧社区韧性提升研究,2,北京建筑大学
探寻生成机制，解锁提升密码——基于长三角农民工城市基本公共服务获得感的调查研究,2,南京工业大学
6㎡的包容——基于130个案例研究的城市流动摊贩从业空间调查,2,西北大学
告别江湖——重庆市长江退捕渔民转产转业调查研究,2,西南大学
水利工程输水廊道缺陷检测系统,2,河海大学
高可靠性浪涌防护器件的研发与应用,2,合肥工业大学
柔性万变屏,2,山东科技大学
让阳光照亮“星星”的世界——浙江省87例孤独症儿童家庭需求差异与社会支持调查,2,嘉兴学院
影响农民收入的农药投入与施药行为研究——基于三省四地的问卷调查分析,2,上海立信会计金融学院
山川披绿，椒海生金：生态脆弱区生态扶贫长效机制与模式研究——以甘肃省临夏回族自治州为例,2,西北大学
企业技术创新能力法治保障研究-基于中国省级区域的视角,2,青海民族大学
医带谊路——中医文化在俄语区国家传播情况调查及优化研究,2,中国石油大学（华东）
基于北斗定位的大型自适应地面水稻直播机组,2,山东交通学院
基于多传感器融合与UWB定位的复杂场景智能网联召车系统,2,南京工程学院
全自动磁粉探伤机,2,盐城工学院
装备于运动载体的流体射击软武器,2,武汉科技大学
特大城市突发公共卫生事件应急医疗设施选址仿真研究,2,广州大学
农村社会关系变迁及其对社会治理的挑战——基于豫皖两村的实地调查,2,安徽师范大学
合村并居向何处去——日照做法的标本意义,2,中南民族大学
冷凝器清洗机器人,2,安徽理工大学
基于三维扫描的地铁隧道形貌检测技术及装备,2,扬州大学
中西部地区黄河流域高质量发展路径分析——基于山西转型综改的创新生态研究,2,山西大学
圆“悬空老人”的下楼梦——基于天津市的老旧小区加装电梯机制调研与优化研究,2,天津大学
人地关系视角下的“嵩山-黄河”山河文化空间发展格局研究,2,郑州大学
稽俗振今，众治兴村：后乡土社会下乡村文化治理的实践与反思——基于连州市保安村的调查研究,2,华南农业大学
数字时代青少年对传统家书的认知与协同保护研究——基于江苏省2071名大中小学生的实践调研,2,南京大学
传统防火智慧再利用：云南少数民族古村落消防安全问题剖析及防火策略探究——基于云南3个典型火灾事件的调研,2,云南大学滇池学院
乡村振兴战略下农村土地经营方式转变对农户生计改善的效应分析——基于西南地区7县1378份农户调查数据,2,内江师范学院
综掘工作面迈步式掘锚支协同机器人,2,安徽理工大学
新型非互易电磁吸收结构的研究与设计,2,南京邮电大学
北斗精铺——基于北斗伪卫星技术的信号拒止条件的高精度辅助地铁铺轨系统,2,湘潭大学
基于无人机的船舶外板智能喷涂系统及应用,2,江苏科技大学
面向卫星互联网的无人值守链路测量仪,2,北京理工大学
一款基于新资源食品原料的新型保湿修复面膜,2,长沙环境保护职业技术学院
“生之鲜道”：乡村振兴背景下生鲜电商进阶之路研究——疫情冲击下山西省太原市消费者角度的观察,2,山西财经大学
还原钛铁矿生产工艺优化及尾渣二次利用的技术研究和实践应用——高效还原钛铁矿生产添加剂的研究与应用,2,攀枝花学院
顺风眼——基于智能视频技术的车内安全装置,2,东北林业大学
义务教育阶段学生劳动意识测评及提升策略的实证研究,2,西南大学
粮食三链同构视角下主产区粮农增收效应测度及对策——基于豫鲁皖18个产粮大县粮农（企）调研与经济学实验,2,河南工业大学
党建引领“村社并行”过渡型社区治理的有效实践——基于合肥市金葡萄社区的典型案例研究,2,安徽大学
“芝麻官”如何大作为：乡村振兴背景下村干部高质量管理策略研究——基于安徽省利辛县村干部的实地调查,2,合肥工业大学
黄河一级支流延河水生态调查与健康评价——基于“十三五”期间延安市3县（区）9个断面2次丰水期的调研,2,西安工程大学
可解释的医学临床决策系统——以鼻咽癌诱导化疗决策为例,2,桂林电子科技大学
“半条被子”集体记忆的建构研究,2,湖南工商大学
海峡两岸先贤崇拜互动的困境与重生——以郑成功文化为例,2,华侨大学
健康风险关联的康养嵌套策略——基于36893个对象与8类模式的探索性-验证性多阶段调查分析,2,山东师范大学
小学课后服务：现实困境与实践探寻——基于课余时间安排的调查,2,北华大学
大拇指，竖起来！——需求层次理论视域下先天四肢畸形儿童社会支持体系构建与实践,2,温州医科大学
“1+2+6”陪伴式动态更新：西安历史文化街区保护改造新模式,2,西安建筑科技大学
家庭健康助手——低成本便携式人体FIB浓度快速检测仪,2,河南工业大学
自愈混凝土的机理及工程应用研究,2,新疆农业大学
香港青年的舆论引导研究,2,暨南大学
韧性治理与微循环：“双循环”格局下流动商业空间的场域治理与新趋势,2,烟台大学
从“流量至上”到“青年力量”：高校网红群体行为现象透视与价值再塑造——基于吉林省高校的实证分析,2,长春中医药大学
全球新冠疫苗接受度与信心监测——基于社交媒体与深度学习的研究,2,复旦大学
“冲动还是理性？”网络直播对青年群体消费的影响——基于江苏省154人深度访谈和5378份问卷的调查,2,南京林业大学
祖孙对话，教养合道——联合教养背景下长沙市小学生隔代教养现状与策略研究,2,湖南第一师范学院
中国人口变动与优质高等教育入学机会关系的实证研究,2,华中师范大学
新时代增值评价应用于小学劳动教育的调研报告——基于小学生劳动素养的视角,2,西南大学
精益“线”测——工业机器人线缆耐磨可靠性加速测试系统,2,杭州电子科技大学
荧光光纤测温传感器微弱信号探测关键器件与系统应用研究,2,湖南师范大学
治理型中坚农民：乡村治理有效的内生性主体与实践形态——基于赣南九山村的深度调查,2,华中师范大学
净菜“鲜”世界，民生新业态,2,天津科技大学
“大、洋、怪、重”地名乱象背景下地名遗产传承之道：遗产资源论下的桂林地名挖掘、保护与开发模式探讨,2,桂林理工大学
“旅居者”还是“湾区人”：在粤就读港澳籍大学生湾区认同研究,2,广州大学
轨道交通接触网卫士,2,南昌理工学院
基于高速捕获跟瞄（APT）技术的无线激光通信端机,2,常州大学
基于数字重构的遗产活化路径研究——以福州鼓岭历史建筑群为例,3,华东理工大学
平台经济中数据垄断相关市场界定方式的优化研究——基于沪深互联网企业数据流通现状的分析,3,华东政法大学
智能化社会劳动教育的演进理路——基于劳动变迁的视角,3,东华大学
区域减贫合作与全球贫困治理——以“中国援助柬埔寨减贫示范合作技术援助项目”为例,3,上海大学
我的脸我做主——特征加密国家技术标准赋能人脸信息安全,3,复旦大学
“留不留”——中国流动人口居留意愿的影响因素及空间差异分析,3,东华大学
精准之治——上海社区突发公共卫生事件精准防控策略研究,3,上海理工大学
双循环新发展格局下数字普惠金融助力企业双向投资研究,3,华东师范大学
司法人工智能的作用、限度及其完善路径研究——以上海刑事案件智能辅助办案系统为例,3,上海政法学院
“老有所依，漂有所乐”——基于上海市数据的老漂族生活质量调研及对策研究,3,上海财经大学
健康中国视阈下马拉松热相关足踝损伤预防与康复的思考-基于千人调查数据,3,上海体育学院
乡村振兴背景下农村基层文化平台发展新模式探究——以浙江省文化礼堂为例,3,上海对外经贸大学
乡村振兴中垃圾“围”村双维成因分析与施政框架构建——基于中国北方三省国家级贫困县的调研分析,3,复旦大学
“双MO对话”：乡村原生文化创新设计方法研究与实践——以摩梭文化为例,3,东华大学
唱响一体化发展协奏曲：探析城市合作的“长三角样本”,3,上海财经大学
加强素质教育，传承非遗文化——江南水乡古镇“非遗进校园”的美育路径及其课程推广,3,上海师范大学
破译“绿水青山”中“向往的生活”——基于长三角一体化先行启动区5镇7村的生态优势转化路径探究,3,上海师范大学
替代亦或促进：人工智能对城市就业的影响——对上海、杭州、苏州的调查,3,华东政法大学
新发展格局背景下农村消费升级研究——以农村居民消费行为为视角,3,上海理工大学
疫情常态化下辟谣平台现状和改进对策研究——以国内四个主流辟谣平台为例,3,上海对外经贸大学
“记·译·传”：中国非物质文化遗产国际传播的困境与对策——以上海地区为例,3,上海外国语大学
碳中和目标下农业废弃物循环利用体系构建——基于南通秸秆产业的南方农业区调研,3,上海大学
太赫兹血尿液生物标志物快检芯片,3,上海理工大学
数字光处理芯片与应用系统技术开发,3,华东师范大学
mmWSense:面向非接触式生命体征监测的超高精度毫米波系统,3,上海交通大学
基于混合现实与术中超声引导的颈椎内固定手术智能辅助系统,3,上海交通大学
疫苗冷链运输智能监测标签,3,复旦大学
燃料电池高效膜电极结构设计及优化,3,华东理工大学
轻型组装式地铁隧道清洁车,3,华东理工大学
激光雷达配套的磁悬浮微特电机,3,上海理工大学
空气源性病原体气溶胶实时监测微流控芯片,3,复旦大学
鲸豚类背腹式推进机理与验证,3,上海海洋大学
自动分级释放支架输送系统,3,同济大学
抗菌导湿微纳米科技运动面料,3,东华大学
E-Spider玻璃幕墙人工智能清洁装置,3,华东理工大学
电缆管线精确定位及管理系统,3,上海电力大学
双向警示——一种保障大型卡车转弯时行人安全的智能系统,3,同济大学
基于空间混合分解的高时空分辨率遥感影像重建方法研究,3,同济大学
胶质母细胞瘤外泌体来源的VEGF-C经Hippo-TAZ信号通路促进肿瘤血管新生,3,复旦大学
CTPS细胞蛇的合成受到组蛋白转录调节因子Slm9影响,3,上海科技大学
云南少数民族地区农村留守老人养老问题研究——以文山壮族苗族自治州富宁县为例,3,云南交通职业技术学院
高职学生“四史”学习的价值意蕴与实践路径研究——基于某职业技术学院的实证调研,3,昆明铁道职业技术学院
西南边疆地区脱贫效应评估和富民实现路径研究——以云南省为例,3,云南财经大学
文化融合视野下云南鹤庆县民间工艺“瓦猫”的艺术特征与设计转化调查,3,云南艺术学院
从交通辐射驿站到文化沁润窗口:云南沿边高速公路服务区文化建设的调查研究,3,云南交通职业技术学院
洗手的隐喻：爱国卫生运动背景下由洗手行为观察引发的人类学思考,3,云南中医药大学
科技助乡村振兴，中医药谋民生福祉——以中越边境金平县砂仁种植产业为例,3,云南中医药大学
中国电影院线观众的“疫变重生”——后疫情时代观影行为调查报告,3,云南艺术学院
小型五轴雕刻机,3,西南林业大学
EEG-VR交互式手术技能训练及评估系统,3,云南师范大学
绳农之力——面向多用途农业搭载视觉检测的绳驱并联机器人,3,云南大学
绿色低碳可穿戴的柔性锂-二氧化碳电池,3,昆明理工大学
云上诊断-便携式超声乳腺癌辅助诊断系统,3,云南大学
“绿洲计划”——基于气体动力学法的新型植物木质部抗栓塞度测量仪,3,昆明理工大学
点植成“金”：从木质素炼制绿色化工原料的铂族催化剂,3,云南大学
CPPU对I级外来入侵有害植物薇甘菊繁殖调控研究,3,西南林业大学
豆科部分类群的系统分类研究,3,西南林业大学
基于水蒸气诱导相转化法抗污染PVDF杂化膜的制备及油水分离性能研究,3,曲靖师范学院
洱海水源区关键湿地水体富营养化动态及其社会-生态复合治理效应研究,3,云南师范大学
西南地区魔芋分子系统发育研究,3,曲靖师范学院
四类杂环化合物的新合成方法研究,3,昆明理工大学
框架效应、公共食堂消费行为选择与餐饮浪费转化为能源消耗的经济学测度——来自10余所高校的经验数据,3,内蒙古财经大学
家庭教育投入激励、人力资本积累与内生增长随机动态一般均衡研究,3,内蒙古财经大学
汇聚学生力量诠释公益真谛：2014-2021北疆青年公益联盟3151模式志愿服务实践报告,3,内蒙古机电职业技术学院
煤矸石基分级多孔C/SiOx锂电池负极材料的绿色可控制备,3,内蒙古科技大学
使用偏心杠杆的新型钢筋套筒安装装置,3,内蒙古科技大学
草原畜产品智能化健康养殖关键技术及应用,3,内蒙古科技大学
基于Kalman算法激光辅助供能的全地形无人边防机器人设计,3,内蒙古工业大学
蒙汉双语新闻AI合成主播制作平台,3,内蒙古大学
板式换热器量子振动波阻垢防腐装置,3,内蒙古建筑职业技术学院
呼伦贝尔岭西地区高丹草青贮饲料饲用价值的评价,3,呼伦贝尔学院
3D打印技术与牙体牙髓,3,赤峰学院
基于分子对接技术对蒙药活性成分干预新型冠状肺炎病毒的生物信息学研究,3,内蒙古医科大学
幼儿“枕-寰-枢复合体”危险区内固定可行性数字化应用研究,3,内蒙古医科大学
沙柳抗逆基因SpsNAC041的克隆与逆境响应分析,3,内蒙古农业大学
大学生抑郁情绪下求助者、被求助者及环境影响专业求助意愿的调查研究,3,中国社会科学院大学
佛系心态：价值观危机抑或变动？——基于中国大学生追踪调查(PSCUS)的探讨,3,北京工业大学
国家治理现代化视域下民族地区防治校园欺凌的困境分析与共商共建共享机制实践——基于云南省两地州的调研,3,中国社会科学院大学
冬奥背景下的延庆低碳冰雪旅游资源优化发展调研报告,3,北京交通大学
“不能“还是“不愿”？农户的非认知能力对数字金融使用的影响——以山东、河南、贵州的1595户农户为例,3,中国农业大学
基于网络模型的音乐市场发展预测分析报告,3,中国传媒大学
中国中小微企业融资支持状况分析——基于四地调研和企业融资微观大数据的理论与实证研究,3,清华大学
社区协同风险治理机制的探索与实践——基于首都75家社区的调研,3,北京石油化工学院
中华门历史变迁及数字化复原,3,北京联合大学
智能交通背景下的铁路运维水平调研报告——以铁路货车车轮寿命预测与健康管理为例,3,北京交通大学
构建人类卫生健康共同体：传染病防治多语平行语料库的建设构想,3,北京大学
谁更愿意去农村任教？——北京市学前教育本科生赴农村任教的意愿与促进政策,3,首都师范大学
疫情背景下国外英文主流媒体对于中国中医药的形象构建,3,北京外国语大学
中国城市创新基础设施的时空特征及其影响因素——基于291个地级及以上城市数据的实证分析,3,首都师范大学
“数据帝国”倾轧下的反抗——平台数据垄断的实证研究与法律规制,3,中国社会科学院大学
高性能谐波减速器柔轮齿形关键技术研究与应用,3,北京工业大学
“盾光剑影”——新型高能激光防护材料,3,北京理工大学
流星双站视频监测系统,3,中国科学院大学
可连续变形的轮履混合行走装置开发与整车应用示范,3,清华大学
视+视力管家,3,北京农学院
一种基于计算机视觉的大豆籽粒参数提取装置,3,中国农业大学
“点光成网”——面向地下空间通信盲区的照明协同中继一体化终端,3,北京科技大学
涡喷驱动足式被动行走平台,3,北京交通大学
面向战场复杂电磁环境的无线信道及干扰模拟平台,3,北京交通大学
基于TDC技术和自适应PI控制的高速响应数字LDO芯片设计,3,北京工业大学
删失数据竞争失效模型的统计推断与可靠性评估,3,北京交通大学
几种新型荧光探针对生物活性成分（ATP、PPi、碱性氨基酸、硫化氢）的识别,3,首都医科大学
人工智能加速食源性功能活性肽的筛选,3,中国农业大学
整合组学分析疾病关联技术的开发优化及应用示范验证,3,北京科技大学
贝叶斯方法评价不完整核裂变产物产额,3,北京大学
一种加速集成电路设计的密度分布计算,3,北京大学
纳米纤维素基液态金属柔性电路快速制造技术,3,中国农业大学
新时代乡村振兴背景下少数民族传统村落的保护与发展研究——以吉林省满族传统村落为例,3,北华大学
我国主要生态系统生物多样性变化的影响因素及保护措施调研分析——以吉林省为例,3,东北师范大学
正确使用金融知识·倡导理性消费投资——当代大学生消费与理财行为调研报告,3,长春金融高等专科学校
岂能应急成“硬疾”：城市社区在疫情防控中的应急能力提升研究——基于吉林省长春市的实地调研,3,长春工业大学
睡出来的“美”：睡眠质量与体象满意度的实证研究——以吉林省大学生为例,3,长春中医药大学
乡村振兴战略下“特色试验区”的发展现状研究分析——基于吉林省14个县（市）试验区的实地调研,3,通化师范学院
《红色文化在体验空间中的表达》研究报告,3,吉林工程技术师范学院
主流媒体讲好中国故事、传播中国声音的路径探析——以央视新闻、四川观察为例,3,长春大学
培根铸魂：基于“行知教育”理念下中华优秀传统文化在高校传播途径的实证调查分析,3,吉林师范大学
广域同调可视化平台-新型电力系统同调机群在线识别领航者,3,东北电力大学
医学三维场景与科学数据融合处理、交互指引软件系统,3,北华大学
处理有机废气的高效生物滴滤设备,3,延边大学
非谐振振动辅助磁流变抛光装置,3,长春工业大学
变废为宝——一种低能耗、易于产业化的秸秆基石墨烯制备技术及应用,3,吉林农业大学
宽音域吹管类民族乐器研发,3,吉林建筑科技学院
天空慧眼——新型机载高精度目标搜索系统,3,长春理工大学
可穿戴上肢外骨骼康复机器人,3,长春工业大学
基于胶囊镜图像的消化道疾病检测算法及系统,3,长春大学
纳米级水性抗氧剂制备技术及应用,3,长春工业大学
雪路清——智能除雪小卫士,3,吉林工程技术师范学院
便携式一体化POCT核酸快速检测仪,3,吉林医药学院
天然伊利石黏土制备绿色净水剂,3,延边大学
骨形成蛋白4治疗角膜新生血管及其相关研究,3,吉林大学
水系锌离子电池用高性能钒基磷酸盐正极材料的研究,3,东北师范大学
基于多源图像和激光雷达数据的目标识别技术研究,3,长春理工大学
糖代谢关键酶在肿瘤细胞代谢中的功能及其分子调控机制,3,延边大学
聚散有因，治理有策——我国市域流入人口空间聚集影响因素及区域经济社会治理发展对策研究,3,西南医科大学
厚植爱国情怀：重大突发公共事件下新时代大学生爱国主义教育研究——基于21世纪典型重大突发公共事件分析,3,成都师范学院
税收征管失范行为研究——基于320份全国诉讼判决案例和成渝地区实地调研访谈,3,西南财经大学
我国医院护工生存困境调查与分析报告——以成都地区为例,3,四川大学锦江学院
“五态合一”模式下特色文旅街区高质量发展实证研究——以四川数字化的“全国示范步行街”为例,3,成都信息工程大学
城市老旧社区治理促进高质量社区建设调研报告——以成都市武侯区为例,3,西华大学
适应于深水抓取作业的特种柔性臂研发,3,西南科技大学
深部钻井的智能钻头设计及研制,3,西南石油大学
铁路安防卫士——铁路工务综合防灾系统,3,成都信息工程大学
全向移动机器人的定位与轨迹跟踪,3,四川轻化工大学
BioAIP：面向智能健康监测设备的超低功耗、可重构生理信号AI处理芯片,3,电子科技大学
“飞翼”+“倾转旋翼”无人机跨域异构协同系统,3,电子科技大学
面向智慧城市的无线充电系统,3,四川师范大学
山地守护——大型崩塌致灾过程三维模拟系统,3,成都理工大学
纸能鲜生——新型淀粉抗菌纸的研发及应用,3,四川农业大学
用于智能穿戴设备的可裁剪、电量可视柔性储能薄膜,3,电子科技大学
高耐候阻燃超双疏水性涂料的设计制备与应用,3,四川大学
高性能仿生声学谐振器设计与应用,3,电子科技大学
碳纳米管交联及匹配层构建协同增强锌铁氧体低频微波吸收性能,3,四川农业大学
基于微纳米胶囊技术的新型包装材料的研发及其以猪肉为例的验证?,3,四川农业大学
高性能锂离子电池的开发与研究,3,成都大学
核壳纳米结构设计构筑与超级电容器性能研究,3,四川师范大学
基于MF-DCCA和机器学习的核自旋耦合和雾霾分子信息研究,3,四川师范大学
我国低级别不可移动文物保护现状分析与层级责任制构建,3,天津大学
变革与振兴：少数民族地区巩固脱贫成效的策略——基于四川省北川羌族自治县的实地调研,3,南开大学
社区智能设施公共服务中的技术信任及其强化路径研究,3,天津城建大学
“无碍世界，与爱同行”无障碍通用标识环境设计指南与应用策略研究——基于京津冀标识环境的调查研究与实践,3,天津大学
一种新型低脉动多级式凸轮除冰供液泵,3,中国民航大学
一种基于三赞胶的营养和药物递送系统,3,天津农学院
一种多聚磷酸激酶的多用途开发,3,天津渤海职业技术学院
闪耀“膜”法——具有规整孔结构用于膜乳化的电纺全氟聚合物分离膜,3,天津工业大学
高效均匀蒸发的制冷热泵装备新技术,3,天津商业大学
美缝机器人,3,天津理工大学中环信息学院
基于全息透镜的新型光谱共聚焦形貌测量系统,3,中国民航大学
夸克传播子的解析结构研究,3,南开大学
晶体工程构筑MOF@COF壳核复合材料及其超灵敏的电化学检测性能,3,天津师范大学
“面向新百年”——在“五位一体”总体布局视角下对党的百年成就观察与思考,3,宁夏大学
再续山海情，弘扬脱贫攻坚时代精神——文旅融合视角下闽宁镇产业发展路径探究,3,北方民族大学
后脱贫时代闽宁镇生态移民区葡萄酒文化旅游减贫案例研究,3,北方民族大学
HPM视角下提升高中生数学核心素养的教学策略研究——以宁夏固原市回民中学为例,3,宁夏师范学院
基于时间序列的宁夏县级公立综合医院运营效率及影响因素研究,3,宁夏医科大学
基于矛盾矩阵的快递服务满意度提升方法研究及应用——以宁夏快递企业为例,3,宁夏职业技术学院
阀体铸件视觉引导定位切割系统的设计与制作,3,北方民族大学
基于蔬菜蚯蚓培育生态系统的蚯蚓全营养发酵液体肥,3,宁夏大学
亚麻籽油中α-亚麻酸提纯工艺的优化,3,宁夏医科大学
基于2-(3-(2-吡啶基)-1-吡唑基)乙酸配体构筑Zn、Cd荧光配位聚合物及其荧光温度传感的研究,3,宁夏大学
异烟肼在多重刺激响应性水凝胶薄膜上的电化学行为开关及检测,3,宁夏医科大学
基于差分定位技术的高速公路路基段智能碾压施工技术研究,3,宁夏建设职业技术学院
枸杞多糖对大鼠皮肤抗长波紫外线损伤的保护作用研究,3,宁夏医科大学
习近平扶贫思想在安徽的生动实践——基于安徽省百村百人百个脱贫故事的深度调研,3,安庆师范大学
银发群体如何跨越数字鸿沟？——基于安徽省476份样本的调查分析,3,安庆师范大学
基于古村落文化影响力提升的品牌形象设计研究,3,安庆师范大学
“机伙”攻“薪”：论“机器换人”对劳动力工资的冲击效应——来自10省市互联网+田野调查的证据,3,安徽工业大学
新时代老有所依，当靠谁？农村老年人机构养老意愿及其影响因素分析-以安徽省为例,3,马鞍山学院
守望相助：高质量一体化背景下企业跨区域合作如何推进？——基于长三角毗邻地区产业园百家企业的调查研究,3,安徽工业大学
公众对新冠治愈者的社会接纳及影响因素研究,3,安徽师范大学
后疫情时代灵活就业员工归属感与绩效关系及提升策略研究——基于安徽省移动互联网出行行业的分析,3,安徽大学
多维视角下农村留守儿童性侵害预防保护机制研究,3,合肥工业大学
留住乡愁：乡村振兴背景下古徽州传统村落保护与发展研究,3,安徽中医药大学
突发公共卫生事件中应急征用的行政补偿制度研究,3,安徽大学
从相邻到相融：一个皖浙省界边畲族乡的“融长”之路,3,安徽师范大学
长三角一体化背景下中医药传承创新发展对策研究——基于三省一市16个市县（区）调查,3,安徽中医药大学
以钢渣为主要原料制备防腐涂料多功能填充材料,3,安徽工业大学
多元多层结构硬质涂层高功率脉冲磁控溅射技术,3,安徽工业大学
基于磁控的金属辅助化学矢量刻蚀技术及装置,3,合肥工业大学
基于域自适应深度学习的机务段调车安全防护系统,3,合肥工业大学
全线控通用型智能车底盘设计及整车应用,3,安徽工程大学
一种新型SLA激光3D打印机,3,安徽信息工程学院
3D打印柔性一体化可穿戴仿生离子皮肤,3,安徽医科大学
云控制智能空气净化系统,3,安徽理工大学
屋顶光伏Domino自动除雪控制器,3,中国科学技术大学
基于LoRa扩频通信和动态神经网络的葡萄园精准滴灌控制系统设计,3,安徽商贸职业技术学院
基于视-触多模态信息融合的气动式软体仿生机械手,3,安徽大学
煤矿井下六足自主巡检搜救机器人,3,安徽理工大学
锂离子电池全温度区间风险防控装置,3,中国科学技术大学
长江江豚微生态菌群研究及其在临床救护中的应用,3,安庆师范大学
乳酸的氧化代谢通过DNMT1介导的TAZ活化促进肺癌细胞的侵袭与转移,3,皖南医学院
深耕蓝海的希望：海洋渔业生态效率现状、评价与提升路径研究——基于山东半岛蓝色经济区的调研,3,山东大学（威海）
接续与流变：后疫情时代大学生态度与行为变化的分析——基于全国8所高校的追踪调查,3,济南大学
边缘果农：从防止返贫到持续增收——巩固脱贫成果背景下果农标准化行为对边缘果农收入稳定性影响的研究,3,青岛农业大学
听见“爱”——语前聋人工耳蜗植入儿童音调难点的音乐治疗训练策略研究,3,聊城大学
